company,year,framing_ethical,framing_surveillance,framing_market,num_docs
www.sita.aero,20.0,0.17142857142857143,0.11428571428571428,0.7142857142857143,41
www.skntechnology.in,20.0,0.024231127679403542,0.11835973904939422,0.8574091332712023,185
www.smartfeigete.com,20.0,0.1,0.1,0.8,227
www.smartmetrics.in,20.0,0.0,0.0,0.0,1
www.smartsearch.com,20.0,0.3014477766287487,0.033436745949672525,0.6651154774215787,204
www.smartvist.com,20.0,0.0,1.0,0.0,8
www.smilart.com,20.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,21
www.smithsdetection.com,20.0,0.37037037037037035,0.3333333333333333,0.2962962962962963,6
www.soberlink.com,20.0,1.0,0.0,0.0,2
www.sodec.com,20.0,0.16956521739130434,0.0,0.8304347826086956,21
www.soloinsight.com,20.0,0.6354475993460345,0.10903873744619799,0.2555136632077675,277
www.sri.com,20.0,0.0,0.0,0.0,1
www.stengg.com,20.0,0.3893129770992366,0.16030534351145037,0.45038167938931295,26
www.sukshi.com,20.0,0.0851063829787234,0.0851063829787234,0.8297872340425532,4
www.supercom.com,20.0,0.5689404934687954,0.3047895500725689,0.1262699564586357,52
www.surrey.ac.uk,20.0,1.0,0.0,0.0,49
www.sutherlandglobal.com,20.0,0.0,0.0,1.0,2
www.syscake.it,20.0,0.625,0.0,0.375,1
www.systemaidcaribbean.com,20.0,0.0,0.0,1.0,1
www.sz-tripod.com,20.0,0.0,0.0,0.0,4
www.t4isb.com,20.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
www.tacsllc.com,20.0,0.4444444444444444,0.0,0.5555555555555556,16
www.tankhapay.com,20.0,0.6071428571428571,0.0,0.39285714285714285,14
www.technobravo.com,20.0,0.11428571428571428,0.6,0.2857142857142857,11
www.techsign.com.tr,20.0,0.2,0.15327102803738318,0.6467289719626168,38
www.telesign.com,20.0,0.2631578947368421,0.0,0.7368421052631579,38
www.telpo.com.cn,20.0,0.0,0.0,0.0,2
www.tensormark.com,20.0,0.6379310344827587,0.25862068965517243,0.10344827586206896,18
www.thalesgroup.com,20.0,0.3333333333333333,0.0,0.6666666666666666,4
www.thirdfort.com,20.0,0.5089344804765056,0.013898080741230973,0.4771674387822634,59
www.tigeritusa.com,20.0,0.5,0.0,0.5,1
www.tnitech.co,20.0,0.0,0.3333333333333333,0.6666666666666666,1
www.trac-tech.co.za,20.0,0.0,0.0,0.0,17
www.transunion.com,20.0,0.7087378640776699,0.0,0.2912621359223301,138
www.travizory.com,20.0,0.0,0.0,1.0,1
www.trialkit.ai,20.0,0.14,0.39,0.47,16
www.trueface.ai,20.0,0.8095238095238095,0.14285714285714285,0.047619047619047616,22
www.trueid.co.za,20.0,0.75,0.25,0.0,3
www.truekey.com,20.0,0.6875,0.25,0.0625,8
www.ttigroup.com,20.0,0.8333333333333334,0.16666666666666666,0.0,2
www.tuya.com,20.0,0.8117647058823529,0.15294117647058825,0.03529411764705882,14
www.udentify.co,20.0,0.0,0.0,0.0,1
www.uniken.com,20.0,0.22137404580152673,0.09923664122137404,0.6793893129770993,39
www.utstar.com,20.0,0.08333333333333333,0.0,0.9166666666666666,65
www.vaultid.com,20.0,0.5714285714285714,0.0,0.42857142857142855,1
www.veowork.com,20.0,0.0,0.0,1.0,18
www.veriff.com,20.0,0.9285714285714286,0.0,0.07142857142857142,3
www.verifyme.com,20.0,0.0,1.0,0.0,3
www.verint.com,20.0,0.39147286821705424,0.1308139534883721,0.47771317829457366,49
www.veritone.com,20.0,0.0425531914893617,0.7021276595744681,0.2553191489361702,2
www.verkada.com,20.0,0.14453699167074963,0.006859382655560999,0.8486036256736894,92
www.viatech.com,20.0,0.0,0.0,1.0,1
www.videonetics.com,20.0,0.3,0.275,0.425,3
www.vinai.io,20.0,0.0,0.0,1.0,1
www.vintra.io,20.0,0.0,1.0,0.0,2
www.visidon.fi,20.0,0.0,0.0,1.0,6
www.visionlabs.ai,20.0,0.39285714285714285,0.32142857142857145,0.2857142857142857,10
www.vouched.id,20.0,0.234375,0.0,0.765625,1
www.vuzix.com,20.0,0.0,0.8,0.2,5
www.whoo.ai,20.0,0.0,0.0,1.0,25
www.whoyou.co.za,20.0,0.6052631578947368,0.0,0.39473684210526316,2
www.wicketsoft.com,20.0,1.0,0.0,0.0,1
www.wink.cloud,20.0,0.4111111111111111,0.0,0.5888888888888889,12
www.x-infotech.com,20.0,0.24812030075187969,0.3458646616541353,0.40601503759398494,27
www.ximilar.com,20.0,0.5151515151515151,0.0,0.48484848484848486,3
www.yoti.com,20.0,0.3333333333333333,0.0,0.6666666666666666,1
www.youverse.id,20.0,0.16666666666666666,0.0,0.8333333333333334,9
www.yuan.com.tw,20.0,0.13043478260869565,0.0,0.8695652173913043,15
www.zerone-consulting.com,20.0,0.09523809523809523,0.07142857142857142,0.8333333333333334,21
www.zerotech.com,20.0,0.0,0.0,0.0,2
www.zoloz.com,20.0,0.5454545454545454,0.0,0.45454545454545453,10
xjeralabs.com,20.0,0.0,0.42857142857142855,0.5714285714285714,16
xydus.com,20.0,0.8646616541353384,0.022556390977443608,0.11278195488721804,20
zeroeyes.com,20.0,0.04225352112676056,0.9248826291079812,0.03286384976525822,29
zorroa.com,20.0,0.7307692307692307,0.038461538461538464,0.23076923076923078,9
